Content_ID,Category,ContentType,Datetime,ReactionType,Type,Sentiment,Score
78d0075f-895c-4a15-a35c-a921e2bb2cea,studying,photo,07-12-2020 00:39,disgust,disgust,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,studying,photo,07-04-2021 22:07,disgust,disgust,negative,0
78d0075f-895c-4a15-a35c-a921e2bb2cea,studying,photo,06-07-2020 19:29,disgust,disgust,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,travel,photo,11-09-2020 20:55,disgust,disgust,negative,0
bda0b065-7f8b-4d52-b7e9-fcc375cdab08,travel,photo,26-07-2020 11:28,disgust,disgust,negative,0
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,dogs,audio,11-05-2021 03:04,disgust,disgust,negative,0
34a3747a-0b77-42f6-ae19-87c38b94b674,science,GIF,28-04-2021 07:00,disgust,disgust,negative,0
34a3747a-0b77-42f6-ae19-87c38b94b674,science,GIF,05-08-2020 15:37,disgust,disgust,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,veganism,GIF,21-07-2020 09:23,disgust,disgust,negative,0
2920dccb-e06f-49fc-8049-b6d4164dfe84,veganism,GIF,21-06-2020 14:10,disgust,disgust,negative,0
f4e3840e-bb71-40c2-afc5-9408d842646d,healthy eating,photo,08-03-2021 02:51,disgust,disgust,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,food,video,21-02-2021 08:37,disgust,disgust,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,food,video,04-12-2020 13:10,disgust,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,dogs,video,22-12-2020 19:44,disgust,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,dogs,video,08-07-2020 10:18,disgust,disgust,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,dogs,video,22-10-2020 15:01,disgust,disgust,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,cooking,video,17-01-2021 23:43,disgust,disgust,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,cooking,video,23-06-2020 11:28,disgust,disgust,negative,0
eec5e521-4c28-4e8a-93a9-d544803fad7e,food,audio,10-10-2020 23:55,disgust,disgust,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,technology,photo,01-08-2020 08:00,disgust,disgust,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,technology,photo,06-10-2020 11:27,disgust,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,30-06-2020 23:11,disgust,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,16-01-2021 01:40,disgust,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,21-05-2021 14:58,disgust,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,01-10-2020 07:34,disgust,disgust,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,07-07-2020 12:17,disgust,disgust,negative,0
4478d98e-43e8-4dc0-884d-c1115aa8b970,animals,audio,10-10-2020 12:25,super love,super love,positive,75
ab4c4756-1c50-4136-bad9-3216e01ffac2,fitness,audio,24-04-2021 11:52,disgust,disgust,negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,fitness,audio,18-03-2021 22:16,disgust,disgust,negative,0
4478d98e-43e8-4dc0-884d-c1115aa8b970,animals,audio,25-06-2020 08:02,super love,super love,positive,75
34f73132-fff6-4f01-a5ec-4b4b66461fc7,fitness,photo,12-11-2020 19:22,disgust,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,fitness,photo,21-09-2020 08:22,disgust,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,fitness,photo,18-04-2021 13:09,disgust,disgust,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,fitness,photo,27-01-2021 15:57,disgust,disgust,negative,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,veganism,photo,06-12-2020 06:14,disgust,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,26-06-2020 16:08,disgust,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,18-05-2021 09:59,disgust,disgust,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,22-02-2021 18:10,disgust,disgust,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,01-09-2020 06:27,disgust,disgust,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,27-10-2020 14:22,disgust,disgust,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,healthy eating,GIF,25-03-2021 11:15,disgust,disgust,negative,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,07-02-2021 18:56,disgust,disgust,negative,0
14ed7f7b-2c96-4458-8a39-606c25c14180,tennis,video,24-02-2021 03:44,disgust,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,24-11-2020 19:10,disgust,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,22-01-2021 16:02,disgust,disgust,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,28-03-2021 13:07,disgust,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,03-09-2020 10:59,disgust,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,10-11-2020 07:27,disgust,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,25-01-2021 00:52,disgust,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,26-06-2020 18:09,disgust,disgust,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,20-01-2021 19:32,disgust,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,24-10-2020 10:08,disgust,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,07-08-2020 09:07,disgust,disgust,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,16-01-2021 05:51,disgust,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,21-09-2020 09:10,disgust,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,04-02-2021 07:27,disgust,disgust,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,technology,video,26-05-2021 13:22,disgust,disgust,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,20-12-2020 01:10,disgust,disgust,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,03-06-2021 02:16,disgust,disgust,negative,0
82145a60-013e-4d96-81a5-399af8618158,food,audio,03-02-2021 23:56,disgust,disgust,negative,0
82145a60-013e-4d96-81a5-399af8618158,food,audio,22-07-2020 21:59,disgust,disgust,negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,food,GIF,10-09-2020 10:21,disgust,disgust,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,08-02-2021 05:08,disgust,disgust,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,23-04-2021 03:13,disgust,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,15-07-2020 19:23,disgust,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,12-02-2021 16:04,disgust,disgust,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,25-06-2020 05:15,disgust,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,17-05-2021 13:47,disgust,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,29-04-2021 18:04,disgust,disgust,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,15-12-2020 03:05,disgust,disgust,negative,0
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,27-12-2020 23:36,disgust,disgust,negative,0
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,20-10-2020 13:31,disgust,disgust,negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,education,audio,25-03-2021 19:36,disgust,disgust,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,26-11-2020 14:04,disgust,disgust,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,07-06-2021 04:28,disgust,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,03-12-2020 11:30,disgust,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,13-04-2021 07:30,disgust,disgust,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,24-06-2020 06:45,disgust,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,24-01-2021 20:52,disgust,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,25-11-2020 19:43,disgust,disgust,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,26-01-2021 15:54,disgust,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Fitness,GIF,10-03-2021 19:24,disgust,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Fitness,GIF,16-06-2021 16:12,disgust,disgust,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,Fitness,GIF,29-01-2021 09:21,disgust,disgust,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,science,video,26-12-2020 09:23,disgust,disgust,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,science,video,02-04-2021 21:00,disgust,disgust,negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,travel,GIF,16-01-2021 07:00,disgust,disgust,negative,0
841403fd-321b-4118-90b3-cc0075d64047,studying,GIF,27-09-2020 06:26,disgust,disgust,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,11-03-2021 08:12,disgust,disgust,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,23-06-2020 18:41,disgust,disgust,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,29-12-2020 08:39,disgust,disgust,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,27-04-2021 00:46,disgust,disgust,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,20-11-2020 10:39,disgust,disgust,negative,0
0491183b-be25-4108-b667-8c30d3cdbf50,veganism,audio,11-07-2020 18:45,disgust,disgust,negative,0
359b93ea-446f-4202-8801-db238de5de4d,food,photo,26-02-2021 19:38,disgust,disgust,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,09-06-2021 06:01,disgust,disgust,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,08-04-2021 01:19,disgust,disgust,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,31-08-2020 08:14,disgust,disgust,negative,0
86346263-02db-4020-a216-9e54f502f643,travel,GIF,19-09-2020 14:51,disgust,disgust,negative,0
86346263-02db-4020-a216-9e54f502f643,travel,GIF,04-11-2020 05:30,disgust,disgust,negative,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,28-09-2020 14:41,disgust,disgust,negative,0
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,13-03-2021 14:46,disgust,disgust,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,06-05-2021 04:52,disgust,disgust,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,18-03-2021 15:44,disgust,disgust,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,31-10-2020 11:07,disgust,disgust,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,26-02-2021 18:46,disgust,disgust,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,22-01-2021 03:45,disgust,disgust,negative,0
fada6910-2cc5-4600-808c-1e6066f795a6,technology,GIF,26-08-2020 19:01,disgust,disgust,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,culture,photo,27-02-2021 07:03,disgust,disgust,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,culture,photo,27-06-2020 14:11,disgust,disgust,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,10-11-2020 01:05,disgust,disgust,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,07-07-2020 20:10,disgust,disgust,negative,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,veganism,GIF,15-04-2021 19:16,disgust,disgust,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,03-01-2021 06:27,disgust,disgust,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,20-04-2021 15:01,disgust,disgust,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,24-11-2020 08:08,disgust,disgust,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,21-12-2020 19:33,disgust,disgust,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,healthy eating,video,04-05-2021 17:40,disgust,disgust,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,04-11-2020 07:49,disgust,disgust,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,30-10-2020 08:38,disgust,disgust,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,11-11-2020 23:23,disgust,disgust,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,15-02-2021 11:09,disgust,disgust,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,12-04-2021 10:58,disgust,disgust,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,01-01-2021 15:36,disgust,disgust,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,13-12-2020 17:23,disgust,disgust,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,13-11-2020 10:06,disgust,disgust,negative,0
ef99fd68-74fb-4c72-bc70-742ebca14499,soccer,video,25-05-2021 23:39,disgust,disgust,negative,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,culture,audio,25-05-2021 07:18,disgust,disgust,negative,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,Veganism,audio,10-02-2021 16:00,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,23-10-2020 11:36,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,03-04-2021 22:31,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,23-12-2020 13:18,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,16-04-2021 10:24,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,08-07-2020 21:07,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,13-11-2020 15:40,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,14-09-2020 10:32,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,14-10-2020 23:46,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,01-11-2020 08:01,disgust,disgust,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,20-05-2021 00:01,disgust,disgust,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,06-07-2020 14:07,disgust,disgust,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,06-09-2020 13:50,disgust,disgust,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,15-10-2020 04:56,disgust,disgust,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,education,video,20-01-2021 20:27,disgust,disgust,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,education,video,14-04-2021 03:34,disgust,disgust,negative,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,studying,audio,23-01-2021 20:42,disgust,disgust,negative,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,studying,video,06-07-2020 15:48,disgust,disgust,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,24-09-2020 20:48,disgust,disgust,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,01-09-2020 08:27,disgust,disgust,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,02-02-2021 11:04,disgust,disgust,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,technology,audio,06-05-2021 16:55,disgust,disgust,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,technology,audio,05-04-2021 15:27,disgust,disgust,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,03-02-2021 17:39,disgust,disgust,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,24-07-2020 09:08,disgust,disgust,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,24-05-2021 09:55,disgust,disgust,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,29-04-2021 20:20,disgust,disgust,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,25-12-2020 06:35,disgust,disgust,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,12-12-2020 11:40,disgust,disgust,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,15-07-2020 12:39,disgust,disgust,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,16-02-2021 15:42,disgust,disgust,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,03-09-2020 08:25,disgust,disgust,negative,0
2d0926be-9a29-4e6c-b342-815c70172214,animals,GIF,05-11-2020 07:59,super love,super love,positive,75
2d0926be-9a29-4e6c-b342-815c70172214,animals,GIF,18-12-2020 17:17,super love,super love,positive,75
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,education,photo,05-04-2021 05:18,disgust,disgust,negative,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,soccer,GIF,21-08-2020 17:43,disgust,disgust,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,04-11-2020 01:35,disgust,disgust,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,23-05-2021 19:58,disgust,disgust,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,20-06-2020 11:04,disgust,disgust,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,20-07-2020 16:21,disgust,disgust,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,24-01-2021 03:47,disgust,disgust,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,12-03-2021 04:13,disgust,disgust,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,04-05-2021 07:33,disgust,disgust,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,public speaking,photo,26-11-2020 18:34,disgust,disgust,negative,0
61e6650c-5068-4575-9aee-4217ef3dbdb1,tennis,GIF,04-09-2020 09:40,disgust,disgust,negative,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,soccer,GIF,15-10-2020 10:31,disgust,disgust,negative,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,travel,audio,06-05-2021 03:02,disgust,disgust,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,04-07-2020 16:40,disgust,disgust,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,21-07-2020 02:54,disgust,disgust,negative,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,02-10-2020 15:49,disgust,disgust,negative,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,23-03-2021 01:45,disgust,disgust,negative,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,23-04-2021 13:53,disgust,disgust,negative,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,12-06-2021 14:04,disgust,disgust,negative,0
d706b190-216c-4103-9107-fb7304766d68,cooking,video,09-01-2021 13:42,disgust,disgust,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,tennis,audio,08-01-2021 20:20,disgust,disgust,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,tennis,audio,13-04-2021 05:12,disgust,disgust,negative,0
2c511a63-5eb5-422f-8483-c9fcf9a29b55,technology,GIF,07-09-2020 18:59,disgust,disgust,negative,0
edc4a60a-b5ba-4178-b99e-9d34ed92599c,technology,audio,08-07-2020 13:41,disgust,disgust,negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,animals,photo,30-11-2020 00:57,super love,super love,positive,75
f01ec49c-3179-43bb-b127-2b1a73f34b06,animals,photo,27-09-2020 21:02,super love,super love,positive,75
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,animals,photo,03-03-2021 03:06,super love,super love,positive,75
e51b00b8-49d4-4909-9f25-8e9a06e28728,soccer,video,28-04-2021 23:43,disgust,disgust,negative,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,soccer,video,03-09-2020 05:09,disgust,disgust,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,16-10-2020 08:30,disgust,disgust,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,10-05-2021 15:05,disgust,disgust,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,13-01-2021 19:15,disgust,disgust,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,soccer,GIF,20-06-2020 06:53,disgust,disgust,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,soccer,GIF,20-01-2021 05:01,disgust,disgust,negative,0
08cc29f3-a22d-4652-8f27-ff9e0a826289,technology,photo,01-11-2020 06:30,disgust,disgust,negative,0
a784c1dd-e2ab-408d-a0c3-226a51d420e1,technology,audio,16-09-2020 15:06,disgust,disgust,negative,0
3a106d1f-3942-49d4-9358-417f33d760c6,Fitness,photo,05-05-2021 13:03,disgust,disgust,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,12-07-2020 11:17,disgust,disgust,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,12-12-2020 03:19,disgust,disgust,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,07-03-2021 03:51,disgust,disgust,negative,0
